id,db_id,question,gold_sql,reason,revised
462,cre_Students_Information_Systems,Find the biographical data and details of students who got not only the most common result but also a result that is obtained by 3 students in behaviour monitoring.,"SELECT T1.bio_data , T1.student_details FROM Students AS T1 JOIN Behaviour_Monitoring AS T2 ON T1.student_id = T2.student_id WHERE T2.behaviour_monitoring_details IN ( SELECT behaviour_monitoring_details FROM Behaviour_Monitoring GROUP BY behaviour_monitoring_details ORDER BY count(*) DESC LIMIT 1 ) INTERSECT SELECT T1.bio_data , T1.student_details FROM Students AS T1 JOIN Behaviour_Monitoring AS T2 ON T1.student_id = T2.student_id WHERE T2.behaviour_monitoring_details IN ( SELECT behaviour_monitoring_details FROM Behaviour_Monitoring GROUP BY behaviour_monitoring_details HAVING count(*) = 3 )","The two subqueries use COUNT(*) which counts rows, not DISTINCT students. One student receiving the same result three times would satisfy the ""=3"" test even though it was obtained by only one student.","WITH counts AS (   SELECT behaviour_monitoring_details,   COUNT(DISTINCT student_id) AS student_cnt   FROM Behaviour_Monitoring   GROUP BY behaviour_monitoring_details  ),  most_common AS (   SELECT behaviour_monitoring_details   FROM counts   WHERE student_cnt = (SELECT MAX(student_cnt) FROM counts)  ),  exact_three AS (   SELECT behaviour_monitoring_details   FROM counts   WHERE student_cnt = 3  ),  stu_most AS (   SELECT DISTINCT student_id   FROM Behaviour_Monitoring   WHERE behaviour_monitoring_details IN (SELECT behaviour_monitoring_details FROM most_common)  ),  stu_three AS (   SELECT DISTINCT student_id   FROM Behaviour_Monitoring   WHERE behaviour_monitoring_details IN (SELECT behaviour_monitoring_details FROM exact_three)  )  SELECT s.bio_data, s.student_details  FROM Students s  WHERE s.student_id IN (SELECT student_id FROM stu_most)   AND s.student_id IN (SELECT student_id FROM stu_three);"
481,cre_Students_Information_Systems,List the details for all the pairs of teachers and students who are in the same class.,"SELECT T1.teacher_details , T3.student_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id = T2.teacher_id JOIN Students AS T3 ON T2.student_id = T3.student_id",distinct,"SELECT DISTINCT   T1.teacher_details,   T3.student_details  FROM Teachers AS T1  JOIN Classes AS C ON C.teacher_id = T1.teacher_id  JOIN Students AS T3 ON T3.student_id = C.student_id;"
482,cre_Students_Information_Systems,What are the pairs of teachers and students who are in the same class? Give me the pairs of their details.,"SELECT T1.teacher_details , T3.student_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id = T2.teacher_id JOIN Students AS T3 ON T2.student_id = T3.student_id","The annotated query joins Teachers → Classes → Students, so the columns chosen are the right ones. However it outputs one row per Classes record. When the same teacher teaches the same student in more than one class, the pair is repeated. The question speaks of “pairs” (plural) rather than “rows”, so the natural interpretation is to list each teacher-student pair once. Because duplicates actually exist in the data (e.g. ‘Beverly’ / ‘Suite 303’ appears twice), the query gives extra rows and therefore does not strictly answer the question.","SELECT DISTINCT   T1.teacher_details,   T3.student_details  FROM Teachers AS T1  JOIN Classes AS C ON C.teacher_id = T1.teacher_id  JOIN Students AS T3 ON T3.student_id = C.student_id;"
484,cre_Students_Information_Systems,Which teacher teaches the most courses? Give me the id of the teacher and the number of courses he or she teaches.,"SELECT count(*) , teacher_id FROM Classes GROUP BY teacher_id ORDER BY count(*) DESC LIMIT 1","several teachers share the same maximum number of courses (which the data show – teachers 274, 252, 234 all teach 3 courses), LIMIT 1 will return only one arbitrarily.","SELECT teacher_id,   COUNT(*) AS course_count  FROM Classes  GROUP BY teacher_id  HAVING course_count = (   SELECT MAX(cnt)   FROM (   SELECT COUNT(*) AS cnt   FROM Classes   GROUP BY teacher_id   )  );"
485,cre_Students_Information_Systems,How many courses do students take at most? Also find the id of the student who takes the most courses.,"SELECT count(*) , student_id FROM Classes GROUP BY student_id ORDER BY count(*) DESC LIMIT 1","several teachers share the same maximum number of courses (which the data show – teachers 274, 252, 234 all teach 3 courses), LIMIT 1 will return only one arbitrarily.","SELECT teacher_id,   COUNT(*) AS course_count  FROM Classes  GROUP BY teacher_id  HAVING course_count = (   SELECT MAX(cnt)   FROM (   SELECT COUNT(*) AS cnt   FROM Classes   GROUP BY teacher_id   )  );"
491,cre_Students_Information_Systems,Which students have a student loan more than the average amount? List the students' biographical data and the details.,"SELECT T1.bio_data , T1.student_details FROM Students AS T1 JOIN Student_Loans AS T2 ON T1.student_id = T2.student_id WHERE T2.amount_of_loan > ( SELECT avg(amount_of_loan) FROM Student_Loans )","Because Student_Loans may have several qualifying rows for the same student, the current query outputs one row per qualifying loan, not one row per student, contradicting the “Which students” wording. Adding DISTINCT on the student columns (or grouping by student_id) removes duplicates and satisfies the requirement.","SELECT DISTINCT   S.bio_data,   S.student_details  FROM Students AS S  JOIN Student_Loans AS L   ON S.student_id = L.student_id  WHERE L.amount_of_loan >   (SELECT AVG(amount_of_loan) FROM Student_Loans);"
498,cre_Students_Information_Systems,What is the transcript issuance date for the student with the largest amount of loan?,SELECT T1.date_of_transcript FROM Transcripts AS T1 JOIN Student_Loans AS T2 ON T1.student_id = T2.student_id ORDER BY T2.amount_of_loan DESC LIMIT 1,"the student with the largest single loan has more than one transcript (or more than one loan), the join produces several indistinguishable rows and the query will return an arbitrary transcript date, not a deterministically chosen one.",SELECT date_of_transcript  FROM Transcripts  WHERE student_id = (   SELECT student_id   FROM Student_Loans   ORDER BY amount_of_loan DESC   LIMIT 1  )
501,cre_Students_Information_Systems,How much total loan does each student have ? List the student ids and the amounts .,"select student_id , sum(amount_of_loan) from student_loans group by student_id","the phrase ""each student"" can also reasonably be read to mean every student listed in Students, including those who have never borrowed money. In that interpretation a LEFT JOIN from Students to Student_Loans with a COALESCE-to-0 would be required. Because both readings are plausible, the question is ambiguous.","SELECT s.student_id,   COALESCE(SUM(sl.amount_of_loan), 0) AS total_loan  FROM Students s  LEFT JOIN Student_Loans sl   ON s.student_id = sl.student_id  GROUP BY s.student_id;"
502,cre_Students_Information_Systems,"For each student, find the student id and the total amount of loan he or she has.","SELECT student_id , sum(amount_of_loan) FROM Student_Loans GROUP BY student_id",Students that exist in the Students table but have never taken a loan are completely absent.,"SELECT s.student_id,   COALESCE(SUM(sl.amount_of_loan), 0) AS total_amount_of_loan  FROM Students AS s  LEFT JOIN Student_Loans AS sl   ON s.student_id = sl.student_id  GROUP BY s.student_id;"
503,cre_Students_Information_Systems,"How many courses does each student take? List the student id, the student biographical data and the course count.","SELECT T1.student_id , T1.bio_data , count(*) FROM Students AS T1 JOIN Classes AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id","However it uses an INNER JOIN, therefore any student who is not enrolled in a class (zero courses) will be completely omitted from the output while the question says “each student.”","SELECT s.student_id,   s.bio_data,   COUNT(c.class_id) AS course_count  FROM Students AS s  LEFT JOIN Classes AS c   ON s.student_id = c.student_id  GROUP BY s.student_id, s.bio_data;"
504,cre_Students_Information_Systems,"For each student, find the student id, student biographical data, and the number of courses he or she takes.","SELECT T1.student_id , T1.bio_data , count(*) FROM Students AS T1 JOIN Classes AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id","The requirement says “for each student”, meaning all students including those enrolled in zero courses must appear. The annotated query uses an INNER JOIN between Students and Classes, so students without any Classes rows are excluded.","SELECT   s.student_id,   s.bio_data,   COALESCE(COUNT(c.class_id), 0) AS num_courses  FROM Students AS s  LEFT JOIN Classes AS c ON s.student_id = c.student_id  GROUP BY s.student_id, s.bio_data;"
533,book_1,Show all author names and the numbers of books each has written.,"SELECT T1.name , count(*) FROM Author AS T1 JOIN Author_Book AS T2 ON T1.idAuthor = T2.Author GROUP BY T1.idAuthor","The annotated SQL uses an INNER JOIN between Author and Author_Book, therefore any author who has not written a book (i.e., has no row in Author_Book) will be omitted from the result set.","SELECT A.Name,   COUNT(B.ISBN) AS num_books  FROM Author AS A  LEFT JOIN Author_Book AS B   ON A.idAuthor = B.Author  GROUP BY A.idAuthor;"
534,book_1,"What are the names of all the authors, and how many books has each written?","SELECT T1.name , count(*) FROM Author AS T1 JOIN Author_Book AS T2 ON T1.idAuthor = T2.Author GROUP BY T1.idAuthor","The annotated SQL uses an INNER JOIN between Author and Author_Book, therefore any author who has not written a book (i.e., has no row in Author_Book) will be omitted from the result set.","SELECT a.Name,   COUNT(ab.ISBN) AS books_written  FROM Author AS a  LEFT JOIN Author_Book AS ab ON a.idAuthor = ab.Author  GROUP BY a.idAuthor, a.Name;"
535,book_1,Show all book isbns and the numbers of orders for each.,"SELECT isbn , count(*) FROM Books_Order GROUP BY isbn","The annotated query groups inside Books_Order, therefore excludes any ISBN with zero rows there. Test shows 7 books exist but the query returns 5 rows, confirming the defect. A LEFT JOIN (or sub-query) from Book to Books_Order with aggregation is required.","SELECT b.ISBN,   COUNT(bo.IdOrder) AS num_orders  FROM Book AS b  LEFT JOIN Books_Order AS bo   ON b.ISBN = bo.ISBN  GROUP BY b.ISBN;"
537,book_1,Show all book isbns and the total amount ordered for each.,"SELECT isbn , sum(amount) FROM Books_Order GROUP BY isbn","The query aggregates amount per ISBN in Books_Order, so it returns totals only for books that appear in at least one order. The question says “Show all book isbns and the total amount ordered for each.” The word “all” can reasonably be taken to mean every ISBN listed in the Book table, even those that have never been ordered (whose total would therefore be 0).","SELECT b.ISBN,   COALESCE(SUM(bo.amount), 0) AS total_ordered  FROM Book AS b  LEFT JOIN Books_Order AS bo ON b.ISBN = bo.ISBN  GROUP BY b.ISBN;"
538,book_1,"What are the isbns for all books, and what is the total amount ordered for each?","SELECT isbn , sum(amount) FROM Books_Order GROUP BY isbn","The catalogue of books is stored in table Book. To guarantee that every book appears (even if never ordered), we must start from Book and LEFT JOIN to Books_Order, aggregating the amount and substituting NULL with 0.","SELECT b.ISBN,   COALESCE(SUM(o.amount),0) AS total_amount  FROM Book AS b  LEFT JOIN Books_Order AS o ON b.ISBN = o.ISBN  GROUP BY b.ISBN  ORDER BY b.ISBN;"
547,book_1,Show all client names and the number of orders each has made.,"SELECT T2.name , count(*) FROM Orders AS T1 JOIN Client AS T2 ON T1.idClient = T2.idClient GROUP BY T1.idClient","The annotated query performs an INNER JOIN between Orders and Client, therefore returning only clients that appear in Orders. A LEFT JOIN from Client to Orders is needed to retain clients with zero orders.","SELECT C.Name,   COUNT(O.IdOrder) AS num_orders  FROM Client AS C  LEFT JOIN Orders AS O ON O.IdClient = C.IdClient  GROUP BY C.IdClient, C.Name;"
